Año;Trimestre;Valor;Régimen;CPRO;Provincia;Comunidad_Autónoma;CODAUTO
2001;1;590.1;Libre;45;Toledo;Castilla-La Mancha;8
2002;1;671.2;Libre;45;Toledo;Castilla-La Mancha;8
2003;1;810.9;Libre;45;Toledo;Castilla-La Mancha;8
2004;1;998;Libre;45;Toledo;Castilla-La Mancha;8
2005;1;1247.5;Libre;45;Toledo;Castilla-La Mancha;8
2006;1;1347.3;Libre;45;Toledo;Castilla-La Mancha;8
2007;1;1452.1;Libre;45;Toledo;Castilla-La Mancha;8
2008;1;1497;Libre;45;Toledo;Castilla-La Mancha;8
2009;1;1276.2;Libre;45;Toledo;Castilla-La Mancha;8
2010;1;1236.3;Libre;45;Toledo;Castilla-La Mancha;8
2011;1;1162.7;Libre;45;Toledo;Castilla-La Mancha;8
2012;1;1073.7;Libre;45;Toledo;Castilla-La Mancha;8
2013;1;944.7;Libre;45;Toledo;Castilla-La Mancha;8
2014;1;821.1;Libre;45;Toledo;Castilla-La Mancha;8
2015;1;811.2;Libre;45;Toledo;Castilla-La Mancha;8
2016;1;820.1;Libre;45;Toledo;Castilla-La Mancha;8
2017;1;804.1;Libre;45;Toledo;Castilla-La Mancha;8
2018;1;800.8;Libre;45;Toledo;Castilla-La Mancha;8
2019;1;831.6;Libre;45;Toledo;Castilla-La Mancha;8
2020;1;835;Libre;45;Toledo;Castilla-La Mancha;8
2021;1;830.9;Libre;45;Toledo;Castilla-La Mancha;8
2022;1;904.8;Libre;45;Toledo;Castilla-La Mancha;8
2023;1;918.6;Libre;45;Toledo;Castilla-La Mancha;8
2024;1;947.1;Libre;45;Toledo;Castilla-La Mancha;8
2025;1;1049.6;Libre;45;Toledo;Castilla-La Mancha;8
2026;1;1218.8;Libre;45;Toledo;Castilla-La Mancha;8
1995;1;706.6;Libre;42;Soria;Castilla y León;7
1996;1;734.8;Libre;42;Soria;Castilla y León;7
1997;1;673.7;Libre;42;Soria;Castilla y León;7
1998;1;760.7;Libre;42;Soria;Castilla y León;7
1999;1;743;Libre;42;Soria;Castilla y León;7
2000;1;824.2;Libre;42;Soria;Castilla y León;7
2001;1;851.2;Libre;42;Soria;Castilla y León;7
2002;1;860.6;Libre;42;Soria;Castilla y León;7
2003;1;966.4;Libre;42;Soria;Castilla y León;7
2004;1;1047.5;Libre;42;Soria;Castilla y León;7
2005;1;1175.7;Libre;42;Soria;Castilla y León;7
2006;1;1326.2;Libre;42;Soria;Castilla y León;7
2007;1;1337.3;Libre;42;Soria;Castilla y León;7
2008;1;1347.4;Libre;42;Soria;Castilla y León;7
2009;1;1336.8;Libre;42;Soria;Castilla y León;7
2010;1;1346.2;Libre;42;Soria;Castilla y León;7
2011;1;1383.8;Libre;42;Soria;Castilla y León;7
2012;1;1358.7;Libre;42;Soria;Castilla y León;7
2013;1;1129.5;Libre;42;Soria;Castilla y León;7
2014;1;1116.7;Libre;42;Soria;Castilla y León;7
2015;1;1026.1;Libre;42;Soria;Castilla y León;7
2016;1;1069.3;Libre;42;Soria;Castilla y León;7
2017;1;1036.8;Libre;42;Soria;Castilla y León;7
2018;1;1034.3;Libre;42;Soria;Castilla y León;7
2019;1;990.1;Libre;42;Soria;Castilla y León;7
2020;1;951.4;Libre;42;Soria;Castilla y León;7
2021;1;915.5;Libre;42;Soria;Castilla y León;7
2022;1;907.7;Libre;42;Soria;Castilla y León;7
2023;1;929.5;Libre;42;Soria;Castilla y León;7
2024;1;935.4;Libre;42;Soria;Castilla y León;7
2025;1;1004.8;Libre;42;Soria;Castilla y León;7
2026;1;1103.8;Libre;42;Soria;Castilla y León;7
1995;2;701.9;Libre;42;Soria;Castilla y León;7
1996;2;727.8;Libre;42;Soria;Castilla y León;7
1997;2;731.3;Libre;42;Soria;Castilla y León;7
1998;2;767.7;Libre;42;Soria;Castilla y León;7
1999;2;736;Libre;42;Soria;Castilla y León;7
2000;2;791.2;Libre;42;Soria;Castilla y León;7
2001;2;894.7;Libre;42;Soria;Castilla y León;7
2002;2;919.4;Libre;42;Soria;Castilla y León;7
2003;2;972.3;Libre;42;Soria;Castilla y León;7
2004;2;1061.7;Libre;42;Soria;Castilla y León;7
2005;2;1214.5;Libre;42;Soria;Castilla y León;7
2006;2;1353.2;Libre;42;Soria;Castilla y León;7
2007;2;1358.5;Libre;42;Soria;Castilla y León;7
2008;2;1405.3;Libre;42;Soria;Castilla y León;7
2009;2;1344.8;Libre;42;Soria;Castilla y León;7
2010;2;1382.9;Libre;42;Soria;Castilla y León;7
2011;2;1329.8;Libre;42;Soria;Castilla y León;7
2012;2;0;Libre;42;Soria;Castilla y León;7
2013;2;1129.2;Libre;42;Soria;Castilla y León;7
2014;2;1086.3;Libre;42;Soria;Castilla y León;7
2015;2;1068.4;Libre;42;Soria;Castilla y León;7
2016;2;1086.4;Libre;42;Soria;Castilla y León;7
2017;2;1026.3;Libre;42;Soria;Castilla y León;7
2018;2;1003.8;Libre;42;Soria;Castilla y León;7
2019;2;990.7;Libre;42;Soria;Castilla y León;7
2020;2;923.8;Libre;42;Soria;Castilla y León;7
2021;2;881.5;Libre;42;Soria;Castilla y León;7
2022;2;931.7;Libre;42;Soria;Castilla y León;7
2023;2;942.5;Libre;42;Soria;Castilla y León;7
2024;2;967.9;Libre;42;Soria;Castilla y León;7
2025;2;1026.9;Libre;42;Soria;Castilla y León;7
2026;2;1192.6;Libre;42;Soria;Castilla y León;7
1995;3;692.5;Libre;42;Soria;Castilla y León;7
1996;3;707.8;Libre;42;Soria;Castilla y León;7
1997;3;694.8;Libre;42;Soria;Castilla y León;7
1998;3;756;Libre;42;Soria;Castilla y León;7
1999;3;771.3;Libre;42;Soria;Castilla y León;7
2000;3;827.7;Libre;42;Soria;Castilla y León;7
2001;3;911.2;Libre;42;Soria;Castilla y León;7
2002;3;1034.6;Libre;42;Soria;Castilla y León;7
2003;3;1062.8;Libre;42;Soria;Castilla y León;7
2004;3;1128.7;Libre;42;Soria;Castilla y León;7
2005;3;1187.5;Libre;42;Soria;Castilla y León;7
2006;3;1315.6;Libre;42;Soria;Castilla y León;7
2007;3;1377.9;Libre;42;Soria;Castilla y León;7
2008;3;1366.2;Libre;42;Soria;Castilla y León;7
2009;3;1318;Libre;42;Soria;Castilla y León;7
2010;3;1330.1;Libre;42;Soria;Castilla y León;7
2011;3;1347.1;Libre;42;Soria;Castilla y León;7
2012;3;0;Libre;42;Soria;Castilla y León;7
2013;3;1098.7;Libre;42;Soria;Castilla y León;7
2014;3;1049.7;Libre;42;Soria;Castilla y León;7
2015;3;1081.1;Libre;42;Soria;Castilla y León;7
2016;3;1056.7;Libre;42;Soria;Castilla y León;7
2017;3;1015.8;Libre;42;Soria;Castilla y León;7
2018;3;1010.9;Libre;42;Soria;Castilla y León;7
2019;3;970.6;Libre;42;Soria;Castilla y León;7
2020;3;936.3;Libre;42;Soria;Castilla y León;7
2021;3;914.4;Libre;42;Soria;Castilla y León;7
2022;3;904;Libre;42;Soria;Castilla y León;7
2023;3;907.7;Libre;42;Soria;Castilla y León;7
2024;3;976;Libre;42;Soria;Castilla y León;7
2025;3;1042.6;Libre;42;Soria;Castilla y León;7
1995;4;771.3;Libre;42;Soria;Castilla y León;7
1996;4;660.7;Libre;42;Soria;Castilla y León;7
1997;4;691.3;Libre;42;Soria;Castilla y León;7
1998;4;738.3;Libre;42;Soria;Castilla y León;7
1999;4;764.2;Libre;42;Soria;Castilla y León;7
2000;4;838.3;Libre;42;Soria;Castilla y León;7
2001;4;892.4;Libre;42;Soria;Castilla y León;7
2002;4;1018.2;Libre;42;Soria;Castilla y León;7
2003;4;1044;Libre;42;Soria;Castilla y León;7
2004;4;1178.1;Libre;42;Soria;Castilla y León;7
2005;4;1236.2;Libre;42;Soria;Castilla y León;7
2006;4;1345;Libre;42;Soria;Castilla y León;7
2007;4;1357.9;Libre;42;Soria;Castilla y León;7
2008;4;1322.2;Libre;42;Soria;Castilla y León;7
2009;4;1321.4;Libre;42;Soria;Castilla y León;7
2010;4;1370.8;Libre;42;Soria;Castilla y León;7
2011;4;1328.2;Libre;42;Soria;Castilla y León;7
2012;4;0;Libre;42;Soria;Castilla y León;7
2013;4;1131.7;Libre;42;Soria;Castilla y León;7
2014;4;1065.8;Libre;42;Soria;Castilla y León;7
2015;4;1118.5;Libre;42;Soria;Castilla y León;7
2016;4;1017.1;Libre;42;Soria;Castilla y León;7
2017;4;1032.4;Libre;42;Soria;Castilla y León;7
2018;4;1028.9;Libre;42;Soria;Castilla y León;7
2019;4;939.6;Libre;42;Soria;Castilla y León;7
2020;4;904.9;Libre;42;Soria;Castilla y León;7
2021;4;877.7;Libre;42;Soria;Castilla y León;7
2022;4;919.2;Libre;42;Soria;Castilla y León;7
2023;4;939.8;Libre;42;Soria;Castilla y León;7
2024;4;968.7;Libre;42;Soria;Castilla y León;7
2025;4;1082.9;Libre;42;Soria;Castilla y León;7
2005;1;881;Protegida;42;Soria;Castilla y León;7
2005;2;855.9;Protegida;42;Soria;Castilla y León;7
2005;3;841.5;Protegida;42;Soria;Castilla y León;7
2005;4;911.3;Protegida;42;Soria;Castilla y León;7
2006;1;941.9;Protegida;42;Soria;Castilla y León;7
2006;2;934.2;Protegida;42;Soria;Castilla y León;7
2006;3;948;Protegida;42;Soria;Castilla y León;7
2006;4;987.4;Protegida;42;Soria;Castilla y León;7
2007;1;954.9;Protegida;42;Soria;Castilla y León;7
2007;2;975;Protegida;42;Soria;Castilla y León;7
2007;3;999.8;Protegida;42;Soria;Castilla y León;7
2007;4;1024.7;Protegida;42;Soria;Castilla y León;7
2008;1;1046.7;Protegida;42;Soria;Castilla y León;7
2008;2;1049.2;Protegida;42;Soria;Castilla y León;7
2008;3;1041.02;Protegida;42;Soria;Castilla y León;7
2008;4;1039.6;Protegida;42;Soria;Castilla y León;7
2009;1;1039.6;Protegida;42;Soria;Castilla y León;7
2009;2;1035.8;Protegida;42;Soria;Castilla y León;7
2009;3;1038.1;Protegida;42;Soria;Castilla y León;7
2009;4;1053.4;Protegida;42;Soria;Castilla y León;7
2010;1;1006.3;Protegida;42;Soria;Castilla y León;7
2010;2;994.7;Protegida;42;Soria;Castilla y León;7
2010;3;1005;Protegida;42;Soria;Castilla y León;7
2010;4;1012.6;Protegida;42;Soria;Castilla y León;7
2011;1;960.5;Protegida;42;Soria;Castilla y León;7
2011;2;969.9;Protegida;42;Soria;Castilla y León;7
2011;3;936.9;Protegida;42;Soria;Castilla y León;7
2020;3;857.9;Protegida;42;Soria;Castilla y León;7
2025;1;969.7;Protegida;42;Soria;Castilla y León;7
2005;1;941.9;Protegida;40;Segovia;Castilla y León;7
2005;2;924.7;Protegida;40;Segovia;Castilla y León;7
2005;3;944.2;Protegida;40;Segovia;Castilla y León;7
2005;4;1003.3;Protegida;40;Segovia;Castilla y León;7
2006;1;1010.1;Protegida;40;Segovia;Castilla y León;7
2006;2;996;Protegida;40;Segovia;Castilla y León;7
2006;3;1033.9;Protegida;40;Segovia;Castilla y León;7
2006;4;996.5;Protegida;40;Segovia;Castilla y León;7
2007;1;1012.2;Protegida;40;Segovia;Castilla y León;7
2007;2;984.5;Protegida;40;Segovia;Castilla y León;7
2007;3;1003.1;Protegida;40;Segovia;Castilla y León;7
2007;4;1075.6;Protegida;40;Segovia;Castilla y León;7
2008;1;1094.9;Protegida;40;Segovia;Castilla y León;7
2008;2;1080.9;Protegida;40;Segovia;Castilla y León;7
2008;3;1092.83;Protegida;40;Segovia;Castilla y León;7
2008;4;1084.9;Protegida;40;Segovia;Castilla y León;7
2009;1;1056.4;Protegida;40;Segovia;Castilla y León;7
2009;2;1035.13;Protegida;40;Segovia;Castilla y León;7
2009;3;1044.2;Protegida;40;Segovia;Castilla y León;7
2009;4;1053.6;Protegida;40;Segovia;Castilla y León;7
2010;1;1034.6;Protegida;40;Segovia;Castilla y León;7
2010;2;1036.2;Protegida;40;Segovia;Castilla y León;7
2010;3;1046.6;Protegida;40;Segovia;Castilla y León;7
2010;4;1061.2;Protegida;40;Segovia;Castilla y León;7
2011;1;1161.5;Protegida;40;Segovia;Castilla y León;7
2011;2;1148.7;Protegida;40;Segovia;Castilla y León;7
2011;3;1111.5;Protegida;40;Segovia;Castilla y León;7
2013;3;1013.7;Protegida;40;Segovia;Castilla y León;7
2016;1;982.6;Protegida;40;Segovia;Castilla y León;7
2020;3;1000.8;Protegida;40;Segovia;Castilla y León;7
2025;1;1000.7;Protegida;40;Segovia;Castilla y León;7
1995;1;615;Libre;40;Segovia;Castilla y León;7
1995;2;648.4;Libre;40;Segovia;Castilla y León;7
1995;3;657.5;Libre;40;Segovia;Castilla y León;7
1995;4;615;Libre;40;Segovia;Castilla y León;7
1996;1;620.1;Libre;40;Segovia;Castilla y León;7
1996;2;667.7;Libre;40;Segovia;Castilla y León;7
1996;3;657.5;Libre;40;Segovia;Castilla y León;7
1996;4;669;Libre;40;Segovia;Castilla y León;7
1997;1;643.3;Libre;40;Segovia;Castilla y León;7
1997;2;653.6;Libre;40;Segovia;Castilla y León;7
1997;3;644.6;Libre;40;Segovia;Castilla y León;7
1997;4;657.5;Libre;40;Segovia;Castilla y León;7
1998;1;651;Libre;40;Segovia;Castilla y León;7
1998;2;678;Libre;40;Segovia;Castilla y León;7
1998;3;697.3;Libre;40;Segovia;Castilla y León;7
1998;4;719.2;Libre;40;Segovia;Castilla y León;7
1999;1;671.6;Libre;40;Segovia;Castilla y León;7
1999;2;730.8;Libre;40;Segovia;Castilla y León;7
1999;3;724.4;Libre;40;Segovia;Castilla y León;7
1999;4;707.6;Libre;40;Segovia;Castilla y León;7
2000;1;733.4;Libre;40;Segovia;Castilla y León;7
2000;2;764.2;Libre;40;Segovia;Castilla y León;7
2000;3;723.1;Libre;40;Segovia;Castilla y León;7
2000;4;752.7;Libre;40;Segovia;Castilla y León;7
2001;1;827.3;Libre;40;Segovia;Castilla y León;7
2001;2;814.4;Libre;40;Segovia;Castilla y León;7
2001;3;833.7;Libre;40;Segovia;Castilla y León;7
2001;4;851.7;Libre;40;Segovia;Castilla y León;7
2002;1;853;Libre;40;Segovia;Castilla y León;7
2002;2;901.9;Libre;40;Segovia;Castilla y León;7
2002;3;986.8;Libre;40;Segovia;Castilla y León;7
2002;4;999.7;Libre;40;Segovia;Castilla y León;7
2003;1;1002.3;Libre;40;Segovia;Castilla y León;7
2003;2;1028;Libre;40;Segovia;Castilla y León;7
2003;3;1112.9;Libre;40;Segovia;Castilla y León;7
2003;4;1101.3;Libre;40;Segovia;Castilla y León;7
2004;1;1141.2;Libre;40;Segovia;Castilla y León;7
2004;2;1263.4;Libre;40;Segovia;Castilla y León;7
2004;3;1289.2;Libre;40;Segovia;Castilla y León;7
2004;4;1284;Libre;40;Segovia;Castilla y León;7
2005;1;1286.6;Libre;40;Segovia;Castilla y León;7
2005;2;1354.8;Libre;40;Segovia;Castilla y León;7
2005;3;1405;Libre;40;Segovia;Castilla y León;7
2005;4;1398;Libre;40;Segovia;Castilla y León;7
2006;1;1416.5;Libre;40;Segovia;Castilla y León;7
2006;2;1479.6;Libre;40;Segovia;Castilla y León;7
2006;3;1519.5;Libre;40;Segovia;Castilla y León;7
2006;4;1539.8;Libre;40;Segovia;Castilla y León;7
2007;1;1576.1;Libre;40;Segovia;Castilla y León;7
2007;2;1579.9;Libre;40;Segovia;Castilla y León;7
2007;3;1599.2;Libre;40;Segovia;Castilla y León;7
2007;4;1586.4;Libre;40;Segovia;Castilla y León;7
2008;1;1640.4;Libre;40;Segovia;Castilla y León;7
2008;2;1592.5;Libre;40;Segovia;Castilla y León;7
2008;3;1554.2;Libre;40;Segovia;Castilla y León;7
2008;4;1536.2;Libre;40;Segovia;Castilla y León;7
2009;1;1500.2;Libre;40;Segovia;Castilla y León;7
2009;2;1444.7;Libre;40;Segovia;Castilla y León;7
2009;3;1452.4;Libre;40;Segovia;Castilla y León;7
2009;4;1439.6;Libre;40;Segovia;Castilla y León;7
2010;1;1407.5;Libre;40;Segovia;Castilla y León;7
2010;2;1388.2;Libre;40;Segovia;Castilla y León;7
2010;3;1430.1;Libre;40;Segovia;Castilla y León;7
2010;4;1425.6;Libre;40;Segovia;Castilla y León;7
2011;1;1345.8;Libre;40;Segovia;Castilla y León;7
2011;2;1361.9;Libre;40;Segovia;Castilla y León;7
2011;3;1311.5;Libre;40;Segovia;Castilla y León;7
2011;4;1259;Libre;40;Segovia;Castilla y León;7
2012;1;1212.4;Libre;40;Segovia;Castilla y León;7
2012;2;1206.5;Libre;40;Segovia;Castilla y León;7
2012;3;1239.1;Libre;40;Segovia;Castilla y León;7
2012;4;0;Libre;40;Segovia;Castilla y León;7
2013;1;1117;Libre;40;Segovia;Castilla y León;7
2013;2;1123.7;Libre;40;Segovia;Castilla y León;7
2013;3;1119.2;Libre;40;Segovia;Castilla y León;7
2013;4;1075.6;Libre;40;Segovia;Castilla y León;7
2014;1;1085.4;Libre;40;Segovia;Castilla y León;7
2014;2;1062.1;Libre;40;Segovia;Castilla y León;7
2014;3;1063.2;Libre;40;Segovia;Castilla y León;7
2014;4;1013.2;Libre;40;Segovia;Castilla y León;7
2015;1;999.8;Libre;40;Segovia;Castilla y León;7
2015;2;1014.5;Libre;40;Segovia;Castilla y León;7
2015;3;1025.7;Libre;40;Segovia;Castilla y León;7
2015;4;1018.8;Libre;40;Segovia;Castilla y León;7
2016;1;978.6;Libre;40;Segovia;Castilla y León;7
2016;2;1002.4;Libre;40;Segovia;Castilla y León;7
2016;3;989.1;Libre;40;Segovia;Castilla y León;7
2016;4;952.7;Libre;40;Segovia;Castilla y León;7
2017;1;972.7;Libre;40;Segovia;Castilla y León;7
2017;2;989;Libre;40;Segovia;Castilla y León;7
2017;3;974.3;Libre;40;Segovia;Castilla y León;7
2017;4;977.1;Libre;40;Segovia;Castilla y León;7
2018;1;1001.7;Libre;40;Segovia;Castilla y León;7
2018;2;974.2;Libre;40;Segovia;Castilla y León;7
2018;3;959.3;Libre;40;Segovia;Castilla y León;7
2018;4;986.8;Libre;40;Segovia;Castilla y León;7
2019;1;964.2;Libre;40;Segovia;Castilla y León;7
2019;2;960.9;Libre;40;Segovia;Castilla y León;7
2019;3;990.5;Libre;40;Segovia;Castilla y León;7
2019;4;986.7;Libre;40;Segovia;Castilla y León;7
2020;1;974.4;Libre;40;Segovia;Castilla y León;7
2020;2;966.6;Libre;40;Segovia;Castilla y León;7
2020;3;985.8;Libre;40;Segovia;Castilla y León;7
2020;4;967.9;Libre;40;Segovia;Castilla y León;7
2021;1;976.5;Libre;40;Segovia;Castilla y León;7
2021;2;963.1;Libre;40;Segovia;Castilla y León;7
2021;3;984.8;Libre;40;Segovia;Castilla y León;7
2021;4;987.4;Libre;40;Segovia;Castilla y León;7
2022;1;1022.8;Libre;40;Segovia;Castilla y León;7
2022;2;1053.8;Libre;40;Segovia;Castilla y León;7
2022;3;1030.4;Libre;40;Segovia;Castilla y León;7
2022;4;1061.1;Libre;40;Segovia;Castilla y León;7
2023;1;1101.9;Libre;40;Segovia;Castilla y León;7
2023;2;1092.6;Libre;40;Segovia;Castilla y León;7
2023;3;1102.6;Libre;40;Segovia;Castilla y León;7
2023;4;1144.3;Libre;40;Segovia;Castilla y León;7
2024;1;1142;Libre;40;Segovia;Castilla y León;7
2024;2;1143.8;Libre;40;Segovia;Castilla y León;7
2024;3;1178.7;Libre;40;Segovia;Castilla y León;7
2024;4;1194.1;Libre;40;Segovia;Castilla y León;7
2025;1;1242.2;Libre;40;Segovia;Castilla y León;7
2025;2;1295.2;Libre;40;Segovia;Castilla y León;7
2025;3;1353.3;Libre;40;Segovia;Castilla y León;7
2025;4;1374.8;Libre;40;Segovia;Castilla y León;7
2026;1;1479.4;Libre;40;Segovia;Castilla y León;7
2026;2;1530.1;Libre;40;Segovia;Castilla y León;7
2005;1;907.2;Protegida;5;Ávila;Castilla y León;7
2005;2;914.9;Protegida;5;Ávila;Castilla y León;7
2005;3;917.4;Protegida;5;Ávila;Castilla y León;7
2005;4;976.1;Protegida;5;Ávila;Castilla y León;7
2006;1;969;Protegida;5;Ávila;Castilla y León;7
2006;2;1021;Protegida;5;Ávila;Castilla y León;7
2006;3;1049.6;Protegida;5;Ávila;Castilla y León;7
2006;4;1099.1;Protegida;5;Ávila;Castilla y León;7
2007;1;1019;Protegida;5;Ávila;Castilla y León;7
2007;2;1038.3;Protegida;5;Ávila;Castilla y León;7
2007;3;1056.3;Protegida;5;Ávila;Castilla y León;7
2007;4;1108.2;Protegida;5;Ávila;Castilla y León;7
2008;1;1136.3;Protegida;5;Ávila;Castilla y León;7
2008;2;1069.7;Protegida;5;Ávila;Castilla y León;7
2008;3;1103.5;Protegida;5;Ávila;Castilla y León;7
2008;4;1141.5;Protegida;5;Ávila;Castilla y León;7
2009;1;1146.5;Protegida;5;Ávila;Castilla y León;7
2009;2;1118.94;Protegida;5;Ávila;Castilla y León;7
2009;3;1110.9;Protegida;5;Ávila;Castilla y León;7
2009;4;1119.2;Protegida;5;Ávila;Castilla y León;7
2010;1;1103.6;Protegida;5;Ávila;Castilla y León;7
2010;2;1099.2;Protegida;5;Ávila;Castilla y León;7
2010;3;1085.2;Protegida;5;Ávila;Castilla y León;7
2010;4;1083.3;Protegida;5;Ávila;Castilla y León;7
2011;1;1070.7;Protegida;5;Ávila;Castilla y León;7
2011;2;1044.4;Protegida;5;Ávila;Castilla y León;7
2011;3;1020.8;Protegida;5;Ávila;Castilla y León;7
2020;3;999.7;Protegida;5;Ávila;Castilla y León;7
2022;3;972.9;Protegida;5;Ávila;Castilla y León;7
2024;1;1090.8;Protegida;5;Ávila;Castilla y León;7
2024;4;1089.3;Protegida;5;Ávila;Castilla y León;7
2025;1;1076.3;Protegida;5;Ávila;Castilla y León;7
1995;4;604.5;Libre;5;Ávila;Castilla y León;7
1996;4;611.2;Libre;5;Ávila;Castilla y León;7
1997;4;595.6;Libre;5;Ávila;Castilla y León;7
1998;4;613.4;Libre;5;Ávila;Castilla y León;7
1999;4;633.4;Libre;5;Ávila;Castilla y León;7
2000;4;709.9;Libre;5;Ávila;Castilla y León;7
2001;4;728.7;Libre;5;Ávila;Castilla y León;7
2002;4;794.2;Libre;5;Ávila;Castilla y León;7
2003;4;906.2;Libre;5;Ávila;Castilla y León;7
2004;4;1111.4;Libre;5;Ávila;Castilla y León;7
2005;4;1191.5;Libre;5;Ávila;Castilla y León;7
2006;4;1355.4;Libre;5;Ávila;Castilla y León;7
2007;4;1457.5;Libre;5;Ávila;Castilla y León;7
2008;4;1372.1;Libre;5;Ávila;Castilla y León;7
2009;4;1239;Libre;5;Ávila;Castilla y León;7
2010;4;1202.2;Libre;5;Ávila;Castilla y León;7
2011;4;1148.6;Libre;5;Ávila;Castilla y León;7
2012;4;1094.9;Libre;5;Ávila;Castilla y León;7
2013;4;881.4;Libre;5;Ávila;Castilla y León;7
2014;4;828.9;Libre;5;Ávila;Castilla y León;7
2015;4;877.9;Libre;5;Ávila;Castilla y León;7
2016;4;867.7;Libre;5;Ávila;Castilla y León;7
2017;4;835.2;Libre;5;Ávila;Castilla y León;7
2018;4;821.5;Libre;5;Ávila;Castilla y León;7
2019;4;801.8;Libre;5;Ávila;Castilla y León;7
2020;4;817.3;Libre;5;Ávila;Castilla y León;7
2021;4;839;Libre;5;Ávila;Castilla y León;7
2022;4;878.8;Libre;5;Ávila;Castilla y León;7
2023;4;884.1;Libre;5;Ávila;Castilla y León;7
2024;4;965.9;Libre;5;Ávila;Castilla y León;7
2025;4;1087.8;Libre;5;Ávila;Castilla y León;7
1995;3;606.7;Libre;5;Ávila;Castilla y León;7
1996;3;600.1;Libre;5;Ávila;Castilla y León;7
1997;3;613.4;Libre;5;Ávila;Castilla y León;7
1998;3;617.8;Libre;5;Ávila;Castilla y León;7
1999;3;624.5;Libre;5;Ávila;Castilla y León;7
2000;3;702.1;Libre;5;Ávila;Castilla y León;7
2001;3;742.1;Libre;5;Ávila;Castilla y León;7
2002;3;795.3;Libre;5;Ávila;Castilla y León;7
2003;3;890.7;Libre;5;Ávila;Castilla y León;7
2004;3;1022.7;Libre;5;Ávila;Castilla y León;7
2005;3;1160.2;Libre;5;Ávila;Castilla y León;7
2006;3;1325.5;Libre;5;Ávila;Castilla y León;7
2007;3;1436.4;Libre;5;Ávila;Castilla y León;7
2008;3;1402;Libre;5;Ávila;Castilla y León;7
2009;3;1267.8;Libre;5;Ávila;Castilla y León;7
2010;3;1226.4;Libre;5;Ávila;Castilla y León;7
2011;3;1136.1;Libre;5;Ávila;Castilla y León;7
2012;3;1133.4;Libre;5;Ávila;Castilla y León;7
2013;3;913.4;Libre;5;Ávila;Castilla y León;7
2014;3;856.6;Libre;5;Ávila;Castilla y León;7
2015;3;838.6;Libre;5;Ávila;Castilla y León;7
2016;3;856.7;Libre;5;Ávila;Castilla y León;7
2017;3;815.7;Libre;5;Ávila;Castilla y León;7
2018;3;842.5;Libre;5;Ávila;Castilla y León;7
2019;3;810.6;Libre;5;Ávila;Castilla y León;7
2020;3;807.7;Libre;5;Ávila;Castilla y León;7
2021;3;844.1;Libre;5;Ávila;Castilla y León;7
2022;3;871.3;Libre;5;Ávila;Castilla y León;7
2023;3;888.9;Libre;5;Ávila;Castilla y León;7
2024;3;959.8;Libre;5;Ávila;Castilla y León;7
2025;3;1061.2;Libre;5;Ávila;Castilla y León;7
1995;2;584.5;Libre;5;Ávila;Castilla y León;7
1996;2;587.9;Libre;5;Ávila;Castilla y León;7
1997;2;600.1;Libre;5;Ávila;Castilla y León;7
1998;2;626.7;Libre;5;Ávila;Castilla y León;7
1999;2;653.3;Libre;5;Ávila;Castilla y León;7
2000;2;674.4;Libre;5;Ávila;Castilla y León;7
2001;2;711;Libre;5;Ávila;Castilla y León;7
2002;2;756.5;Libre;5;Ávila;Castilla y León;7
2003;2;840.8;Libre;5;Ávila;Castilla y León;7
2004;2;1030.4;Libre;5;Ávila;Castilla y León;7
2005;2;1139.1;Libre;5;Ávila;Castilla y León;7
2006;2;1290;Libre;5;Ávila;Castilla y León;7
2007;2;1390.9;Libre;5;Ávila;Castilla y León;7
2008;2;1419.8;Libre;5;Ávila;Castilla y León;7
2009;2;1246.8;Libre;5;Ávila;Castilla y León;7
2010;2;1256.7;Libre;5;Ávila;Castilla y León;7
2011;2;1189.6;Libre;5;Ávila;Castilla y León;7
2012;2;1148.4;Libre;5;Ávila;Castilla y León;7
2013;2;952.5;Libre;5;Ávila;Castilla y León;7
2014;2;874.9;Libre;5;Ávila;Castilla y León;7
2015;2;818.5;Libre;5;Ávila;Castilla y León;7
2016;2;852.1;Libre;5;Ávila;Castilla y León;7
2017;2;838.5;Libre;5;Ávila;Castilla y León;7
2018;2;828.3;Libre;5;Ávila;Castilla y León;7
2019;2;810.8;Libre;5;Ávila;Castilla y León;7
2020;2;788.7;Libre;5;Ávila;Castilla y León;7
2021;2;817.4;Libre;5;Ávila;Castilla y León;7
2022;2;849.2;Libre;5;Ávila;Castilla y León;7
2023;2;860.4;Libre;5;Ávila;Castilla y León;7
2024;2;929.8;Libre;5;Ávila;Castilla y León;7
2025;2;1020.8;Libre;5;Ávila;Castilla y León;7
2026;2;1167;Libre;5;Ávila;Castilla y León;7
1995;1;579;Libre;5;Ávila;Castilla y León;7
1996;1;585.7;Libre;5;Ávila;Castilla y León;7
1997;1;607.8;Libre;5;Ávila;Castilla y León;7
1998;1;604.5;Libre;5;Ávila;Castilla y León;7
1999;1;645.6;Libre;5;Ávila;Castilla y León;7
2000;1;679.9;Libre;5;Ávila;Castilla y León;7
2001;1;705.5;Libre;5;Ávila;Castilla y León;7
2002;1;745.4;Libre;5;Ávila;Castilla y León;7
2003;1;795.3;Libre;5;Ávila;Castilla y León;7
2004;1;981.6;Libre;5;Ávila;Castilla y León;7
